AAA21117.VFG043885_gi_436833_.Bacillus_thuringiensis_subspecies_kumamotoensis_str._PS50C_a_ was removed because it failed filtering checks, so removing its metadata
cry53Ba.VFG043967_gi_227976386_.Bacillus_thuringiensis_str._Bm59_2 was removed because it failed filtering checks, so removing its metadata
cry5Aa.VFG043874_gi_142869_.Bacillus_thuringiensis_subspecies_darmstadiensis_str._PS17 was removed because it failed filtering checks, so removing its metadata
cry5Ab.VFG043875_gi_142770_.Bacillus_thuringiensis_subspecies_darmstadiensis_str._PS17 was removed because it failed filtering checks, so removing its metadata
csgF.VFG004138_gi_3175654_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
csgG.VFG018375_gi_5761150_.Salmonella_enterica_subsp._arizonae_serovar_62_z4_z23____str._RSK2980 was removed because it failed filtering checks, so removing its metadata
cts1I.VFG041198_gi_8713035_.Citrobacter_rodentium_ICC168 was removed because it failed filtering checks, so removing its metadata
cts2I.VFG041212_gi_8713039_.Citrobacter_rodentium_ICC168 was removed because it failed filtering checks, so removing its metadata
cupD3.VFG043628_gi_4384264_.Pseudomonas_aeruginosa_UCBPP_PA14 was removed because it failed filtering checks, so removing its metadata
daaC.VFG042446_gb_ABU51870_.Escherichia_coli_str._C1845 was removed because it failed filtering checks, so removing its metadata
ddhB.VFG002703_gi_1175929_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
ddhC.VFG018931_gi_5801371_.Yersinia_pestis_Angola was removed because it failed filtering checks, so removing its metadata
dhbB.VFG019274_gi_5836218_.Brucella_suis_ATCC_23445 was removed because it failed filtering checks, so removing its metadata
dhbC.VFG018291_gi_5786592_.Brucella_canis_ATCC_23365 was removed because it failed filtering checks, so removing its metadata
dupA.VFG021773_gi_6963863_.Helicobacter_pylori_G27 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004500_gi_57867844_.Staphylococcus_epidermidis_RP62A was removed because it failed filtering checks, so removing its metadata
ebh.VFG004502_gi_87161956_.Staphylococcus_aureus_subsp._aureus_USA300_FPR3757 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004504_gi_88195168_.Staphylococcus_aureus_subsp._aureus_NCTC_8325 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004505_gi_15927016_.Staphylococcus_aureus_subsp._aureus_N315 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004506_gi_15927015_.Staphylococcus_aureus_subsp._aureus_N315 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004507_gi_2864243_.Staphylococcus_aureus_subsp._aureus_MSSA476 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004508_gi_49483625_.Staphylococcus_aureus_subsp._aureus_MRSA252 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004510_gi_15924424_.Staphylococcus_aureus_subsp._aureus_Mu50 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004511_gi_21283053_.Staphylococcus_aureus_subsp._aureus_MW2 was removed because it failed filtering checks, so removing its metadata
ebh.VFG004512_gi_57651379_.Staphylococcus_aureus_subsp._aureus_COL was removed because it failed filtering checks, so removing its metadata
ebh.VFG017120_gi_148267922_.Staphylococcus_aureus_subsp._aureus_JH9 was removed because it failed filtering checks, so removing its metadata
ebh.VFG017242_gi_151221557_.Staphylococcus_aureus_subsp._aureus_str._Newman was removed because it failed filtering checks, so removing its metadata
ebh.VFG017243_gi_151221556_.Staphylococcus_aureus_subsp._aureus_str._Newman was removed because it failed filtering checks, so removing its metadata
ebhA.VFG004501_gi_27468046_.Staphylococcus_epidermidis_ATCC_12228 was removed because it failed filtering checks, so removing its metadata
eccCa5.VFG023451_gi_339631837_.Mycobacterium_africanum_GM041182 was removed because it failed filtering checks, so removing its metadata
eccCa5.VFG023452_gi_340626795_.Mycobacterium_canettii_CIPT_140010059 was removed because it failed filtering checks, so removing its metadata
entC.VFG012992_gi_1023391_.Shigella_flexneri_2a_str._301 was removed because it failed filtering checks, so removing its metadata
entC.VFG012993_gi_1078241_.Shigella_flexneri_2a_str._2457T was removed because it failed filtering checks, so removing its metadata
entC.VFG012994_gi_4209472_.Shigella_flexneri_5_str._8401 was removed because it failed filtering checks, so removing its metadata
entD.VFG011623_gi_3341864_.Brucella_abortus_bv._1_str._9_941 was removed because it failed filtering checks, so removing its metadata
entD.VFG019338_gi_7670537_.Brucella_melitensis_ATCC_23457 was removed because it failed filtering checks, so removing its metadata
epsG.VFG016525_gi_42560667_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
epsG.VFG016530_gi_42561489_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
epsG.VFG016537_gi_42561496_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
epsG.VFG016544_gi_42561503_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
epsG.VFG016550_gi_42561509_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
espL1.VFG041706_gi_7064972_.Escherichia_coli_O127_H6_str._E2348_69 was removed because it failed filtering checks, so removing its metadata
espO.VFG041704_gi_7064450_.Escherichia_coli_O127_H6_str._E2348_69 was removed because it failed filtering checks, so removing its metadata
espT.VFG042219_gb_CAX32470_.Escherichia_coli_ONT_H__str._FV11678 was removed because it failed filtering checks, so removing its metadata
essA.VFG018126_gi_3793347_.Staphylococcus_aureus_RF122 was removed because it failed filtering checks, so removing its metadata
esxC.VFG023280_gi_339633880_.Mycobacterium_africanum_GM041182 was removed because it failed filtering checks, so removing its metadata
esxM.VFG009114_gi_5222500_.Mycobacterium_tuberculosis_F11 was removed because it failed filtering checks, so removing its metadata
fcL.VFG002693_gi_1175919_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
fhaB.VFG000001_gb_NP_880571_.Bordetella_pertussis_Tohama_I was removed because it failed filtering checks, so removing its metadata
fhaB.VFG010927_gi_33597569_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fhaB.VFG010928_gi_33601969_.Bordetella_bronchiseptica_RB50 was removed because it failed filtering checks, so removing its metadata
fhaL.VFG010930_gi_33593845_.Bordetella_pertussis_Tohama_I was removed because it failed filtering checks, so removing its metadata
fhaL.VFG010931_gi_33597077_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fhaL.VFG010932_gi_33600921_.Bordetella_bronchiseptica_RB50 was removed because it failed filtering checks, so removing its metadata
fimA.VFG010951_gi_1664921_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fimC.VFG004079_gi_3333009_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
fimI.VFG004071_gi_1247058_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
fimX.VFG010967_gi_1667107_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fimZ.VFG021183_gi_7553051_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
flgG.VFG011294_gi_1666511_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
flgH.VFG018862_gi_5800474_.Yersinia_pestis_Angola was removed because it failed filtering checks, so removing its metadata
flgL.VFG038769_gi_4998965_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
flgN.VFG018871_gi_5800465_.Yersinia_pestis_Angola was removed because it failed filtering checks, so removing its metadata
flhA.VFG011257_gi_2665292_.Bordetella_pertussis_Tohama_I was removed because it failed filtering checks, so removing its metadata
flhA.VFG011258_gi_1666460_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
flhF.VFG011261_gi_2665293_.Bordetella_pertussis_Tohama_I was removed because it failed filtering checks, so removing its metadata
flhF.VFG011262_gi_1666461_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fliA.VFG011234_gi_1665799_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fliF.VFG011366_gi_1665698_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fliK.VFG011345_gi_2665134_.Bordetella_pertussis_Tohama_I was removed because it failed filtering checks, so removing its metadata
fliN.VFG011334_gi_1667984_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fliR.VFG011318_gi_1666736_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
fliS.VFG014331_gi_5358377_.Pseudomonas_aeruginosa_PA7 was removed because it failed filtering checks, so removing its metadata
flpB.VFG038550_gi_4996407_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
flpG.VFG038530_gi_4996402_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
flpI.VFG038522_gi_4996400_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
flrA.VFG038765_gi_4998971_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
frpC.VFG006304_gi_4675355_.Neisseria_meningitidis_FAM18 was removed because it failed filtering checks, so removing its metadata
futC.VFG019543_gi_6962970_.Helicobacter_pylori_G27 was removed because it failed filtering checks, so removing its metadata
fxbBC.VFG021860_gi_118470215_.Mycobacterium_smegmatis_str._MC2_155 was removed because it failed filtering checks, so removing its metadata
fxuA.VFG021854_gi_4537201_.Mycobacterium_smegmatis_str._MC2_155 was removed because it failed filtering checks, so removing its metadata
gapA.VFG016440_gi_31544384_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
glf.VFG016534_gi_42561493_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
glf.VFG016541_gi_42561500_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
gmd.VFG002694_gi_1175920_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
gspC.VFG012894_gi_3781994_.Shigella_boydii_Sb227 was removed because it failed filtering checks, so removing its metadata
gspD.VFG007102_gi_2614896_.Vibrio_cholerae_O1_biovar_El_Tor_str._N16961 was removed because it failed filtering checks, so removing its metadata
gspD.VFG012896_gi_3781995_.Shigella_boydii_Sb227 was removed because it failed filtering checks, so removing its metadata
gspD.VFG020152_gi_6268923_.Shigella_boydii_CDC_3083_94 was removed because it failed filtering checks, so removing its metadata
gspE.VFG020153_gi_6273135_.Shigella_boydii_CDC_3083_94 was removed because it failed filtering checks, so removing its metadata
gspK.VFG020159_gi_6269494_.Shigella_boydii_CDC_3083_94 was removed because it failed filtering checks, so removing its metadata
hecA.VFG042363_gi_23573417_.Erwinia_chrysanthemi_EC16 was removed because it failed filtering checks, so removing its metadata
hgbA.VFG013604_gi_950425_.Haemophilus_influenzae_Rd_KW20 was removed because it failed filtering checks, so removing its metadata
hgbA.VFG013606_gi_4240212_.Haemophilus_somnus_129PT was removed because it failed filtering checks, so removing its metadata
hgpC.VFG013599_gi_3430145_.Haemophilus_influenzae_86_028NP was removed because it failed filtering checks, so removing its metadata
hgpD.VFG013601_gi_3430049_.Haemophilus_influenzae_86_028NP was removed because it failed filtering checks, so removing its metadata
hlb.VFG004838_gi_2860717_.Staphylococcus_aureus_subsp._aureus_MRSA252 was removed because it failed filtering checks, so removing its metadata
hlp3.VFG016453_gi_31544381_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
hlyA.VFG016513_gi_42560658_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
hlyA.VFG016514_gi_26553603_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
hlyA.VFG016516_gi_83319276_.Mycoplasma_capricolum_subsp._capricolum_ATCC_27343 was removed because it failed filtering checks, so removing its metadata
hlyII.VFG016247_gi_2821182_.Bacillus_anthracis_str._Ames_Ancestor was removed because it failed filtering checks, so removing its metadata
hly_hla.VFG004847_gi_2860716_.Staphylococcus_aureus_subsp._aureus_MRSA252 was removed because it failed filtering checks, so removing its metadata
hmbR.VFG006260_gi_907500_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
hmbR.VFG018799_gi_5796721_.Neisseria_meningitidis_053442 was removed because it failed filtering checks, so removing its metadata
hmw1.VFG002035_gb_NP_110135_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
hmw1.VFG016447_gi_12045168_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
hmw2.VFG002029_gb_NP_109998_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
hmw2.VFG016449_gi_12045072_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
hmw2.VFG016450_gi_26553608_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
hmw3.VFG002034_gb_NP_110140_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
hmw3.VFG016452_gi_12045173_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
hopAA1_.VFG015321_gi_3558583_.Pseudomonas_syringae_pv._phaseolicola_1448A was removed because it failed filtering checks, so removing its metadata
hopAB3_.VFG015326_gi_3555585_.Pseudomonas_syringae_pv._phaseolicola_1448A was removed because it failed filtering checks, so removing its metadata
hopAI1_.VFG015344_gi_3366267_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
hopAS1_.VFG015361_gi_4363297_.Pseudomonas_syringae_pv._tomato_str._DC3000 was removed because it failed filtering checks, so removing its metadata
hopAT1_.VFG015363_gi_3974642_.Pseudomonas_syringae_pv._tomato_str._DC3000 was removed because it failed filtering checks, so removing its metadata
hopM1_.VFG015301_gi_3557088_.Pseudomonas_syringae_pv._phaseolicola_1448A was removed because it failed filtering checks, so removing its metadata
icaC.VFG004522_gi_3238688_.Staphylococcus_aureus_subsp._aureus_COL was removed because it failed filtering checks, so removing its metadata
icl.VFG009264_gi_908513_.Mycobacterium_leprae_TN was removed because it failed filtering checks, so removing its metadata
icl.VFG022586_gi_7325241_.Mycobacterium_leprae_Br4923 was removed because it failed filtering checks, so removing its metadata
icl2.VFG030835_gi_339631968_.Mycobacterium_africanum_GM041182 was removed because it failed filtering checks, so removing its metadata
icl2.VFG030838_gi_340626924_.Mycobacterium_canettii_CIPT_140010059 was removed because it failed filtering checks, so removing its metadata
icmF.VFG039092_gi_7014099_.Coxiella_burnetii_CbuG_Q212 was removed because it failed filtering checks, so removing its metadata
icmF.VFG039095_gi_5793673_.Coxiella_burnetii_RSA_331 was removed because it failed filtering checks, so removing its metadata
icp.VFG043828_gi_1850365_.Bacillus_thuringiensis_str._NT0423 was removed because it failed filtering checks, so removing its metadata
inlB.VFG006726_gi_2799227_.Listeria_monocytogenes_serotype_4b_str._F2365 was removed because it failed filtering checks, so removing its metadata
inv.VFG002615_gi_1174629_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
inv.VFG013647_gi_153949538_.Yersinia_pseudotuberculosis_IP_31758 was removed because it failed filtering checks, so removing its metadata
inv.VFG018088_gi_51598079_.Yersinia_pseudotuberculosis_IP_32953 was removed because it failed filtering checks, so removing its metadata
inv.VFG018949_gi_170022406_.Yersinia_pseudotuberculosis_YPIII was removed because it failed filtering checks, so removing its metadata
ipaH.VFG012856_gi_3799473_.Shigella_dysenteriae_Sd197 was removed because it failed filtering checks, so removing its metadata
ipaH.VFG012868_gi_1077180_.Shigella_flexneri_2a_str._2457T was removed because it failed filtering checks, so removing its metadata
ipaH.VFG012873_gi_1078622_.Shigella_flexneri_2a_str._2457T was removed because it failed filtering checks, so removing its metadata
ipaH2.VFG041915_gi_1023823_.Shigella_flexneri_2a_str._301 was removed because it failed filtering checks, so removing its metadata
ipaH5.VFG012865_gi_1027614_.Shigella_flexneri_2a_str._301 was removed because it failed filtering checks, so removing its metadata
lex2A.VFG013334_gi_3430221_.Haemophilus_influenzae_86_028NP was removed because it failed filtering checks, so removing its metadata
lgtG.VFG000248_gi_904067_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
lpfC.VFG004185_gi_3336090_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
lpfC.VFG018348_gi_5779680_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7 was removed because it failed filtering checks, so removing its metadata
lppS.VFG043555_gi_240047526_.Mycoplasma_conjunctivae_HRC_581 was removed because it failed filtering checks, so removing its metadata
lppT.VFG016457_gb_YP_115895_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
lppT.VFG016458_gi_72080708_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
lppT.VFG016459_gi_71893721_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
lppT.VFG043554_gi_240047525_.Mycoplasma_conjunctivae_HRC_581 was removed because it failed filtering checks, so removing its metadata
maa1.VFG043559_gi_6117989_.Mycoplasma_arthritidis_str._158p10p9 was removed because it failed filtering checks, so removing its metadata
mam.VFG043794_gi_193216463_.Mycoplasma_arthritidis_158L3_1 was removed because it failed filtering checks, so removing its metadata
mhp107.VFG046118_gb_YP_115621.1_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
mhp108.VFG043642_gi_54020043_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
mhp271.VFG043500_gb_YP_115784_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
mhp385.VFG046119_gb_YP_115896.1_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
mhp683.VFG046120_gb_YP_116191.1_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
misL.VFG004430_gi_1250267_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
mlsA1.VFG009412_gi_2846548_.Mycobacterium_ulcerans_Agy99 was removed because it failed filtering checks, so removing its metadata
mlsA1.VFG026440_gi_209418087_.Mycobacterium_liflandii_128FXT was removed because it failed filtering checks, so removing its metadata
mlsB.VFG009414_gi_2846550_.Mycobacterium_ulcerans_Agy99 was removed because it failed filtering checks, so removing its metadata
mlsB.VFG026442_gi_209418080_.Mycobacterium_liflandii_128FXT was removed because it failed filtering checks, so removing its metadata
mps1.VFG029684_gi_41407340_.Mycobacterium_avium_subsp._paratuberculosis_K_10 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029685_gi_118465509_.Mycobacterium_avium_104 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029690_gi_169631177_.Mycobacterium_abscessus_ATCC_19977 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029696_gi_406031298_.Mycobacterium_indicus_pranii_MTCC_9506 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029697_gi_387876446_.Mycobacterium_intracellulare_str._MOTT36Y was removed because it failed filtering checks, so removing its metadata
mps1.VFG029698_gi_379755101_.Mycobacterium_intracellulare_MOTT_02 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029699_gi_379762588_.Mycobacterium_intracellulare_MOTT_64 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029700_gi_379747797_.Mycobacterium_intracellulare_ATCC_13950 was removed because it failed filtering checks, so removing its metadata
mps1.VFG029721_gi_433645201_.Mycobacterium_smegmatis_JS623 was removed because it failed filtering checks, so removing its metadata
mps2.VFG029725_gi_183980134_.Mycobacterium_marinum_M was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016648_gi_47458933_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016649_gi_47459157_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016650_gi_47459158_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016651_gi_47459163_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016652_gi_47459164_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016653_gi_47459165_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016654_gi_47459167_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016655_gi_47459168_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016656_gi_47459169_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016658_gi_47459172_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016659_gi_47459173_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016660_gi_47459442_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016661_gi_47459443_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mvsp.VFG016662_gi_47459444_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
mycP2.VFG021942_gi_922534_.Mycobacterium_tuberculosis_CDC1551 was removed because it failed filtering checks, so removing its metadata
mycP2.VFG023260_gi_10956942_.Mycobacterium_africanum_GM041182 was removed because it failed filtering checks, so removing its metadata
nanA.VFG005653_gi_931145_.Streptococcus_pneumoniae_TIGR4 was removed because it failed filtering checks, so removing its metadata
nheC.VFG016282_gi_2820838_.Bacillus_anthracis_str._Ames_Ancestor was removed because it failed filtering checks, so removing its metadata
nleB3.VFG041705_gi_7064693_.Escherichia_coli_O127_H6_str._E2348_69 was removed because it failed filtering checks, so removing its metadata
nuc.VFG016517_gi_54020610_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
nuc.VFG016518_gi_72080908_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
nuc.VFG016519_gi_71893930_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
nuc.VFG016520_gi_47458962_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
nuc.VFG016521_gi_26553890_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
nuc.VFG016522_gi_15829164_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
nuc.VFG016523_gi_15829165_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
nuc.VFG016524_gi_15828610_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
opa.VFG000236_gi_902558_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
opa.VFG006212_gi_907530_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
opa.VFG006213_gi_908065_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
opa.VFG006214_gi_907398_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
opa.VFG006216_gi_903047_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
opa.VFG006217_gi_903887_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
opa.VFG006218_gi_903962_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
opa.VFG036446_gi_12409152_.Neisseria_meningitidis_WUE_2594 was removed because it failed filtering checks, so removing its metadata
opa.VFG036450_gi_12395184_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
opa.VFG036453_gi_8221941_.Neisseria_meningitidis_alpha14 was removed because it failed filtering checks, so removing its metadata
oppF.VFG016532_gi_42561491_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
oppF.VFG016540_gi_42561499_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
orf6_MgpC_crmA.VFG002030_gb_NP_109830_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
orf6_MgpC_crmA.VFG016455_gi_108885093_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
ospC4.VFG012782_gi_3776549_.Shigella_dysenteriae_Sd197 was removed because it failed filtering checks, so removing its metadata
ospC4.VFG012785_gi_3776756_.Shigella_boydii_Sb227 was removed because it failed filtering checks, so removing its metadata
ospC4.VFG012786_gi_3670809_.Shigella_sonnei_Ss046 was removed because it failed filtering checks, so removing its metadata
p102.VFG016466_gb_YP_115695_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p102.VFG016467_gi_72080538_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p102.VFG016468_gi_71893551_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
p146.VFG016469_gi_54020655_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p146.VFG016470_gi_72080990_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p146.VFG016471_gi_71894011_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
p159.VFG016460_gi_54020544_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p159.VFG016461_gi_72080828_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p159.VFG016462_gi_71893845_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
p1_MgPa_gapA.VFG002033_gb_NP_109829_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
p1_MgPa_gapA.VFG016439_gi_12045044_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
p200.VFG002032_gb_NP_110256_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
p200.VFG016476_gi_12045248_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
p216.VFG016472_gb_YP_116003_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p216.VFG016473_gi_72080827_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p216.VFG016474_gi_71893844_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
p30_p32.VFG002036_gb_NP_110141_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
p30_p32.VFG016442_gi_12045174_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
p30_p32.VFG016443_gi_31544383_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
p35.VFG016603_gi_26553715_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016604_gi_26553716_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016605_gi_26553722_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016606_gi_26553723_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
